"Año","Periodo","Operador de red","Nivel","CU Total","Costo Compra (Gm,i)","Cargo Transporte STN (Tm)","Cargo Transporte SDL (Dn,m)","Margen Comercialización (CVm,i,j)","Costo G, T, Pérdidas (PRn,m)","Restricciones (Rm)","COT","Cfm,j ($/fact.)"
"2,025","Febrero","EMCALI - Cali","Nivel 1 (Propiedad Compartida)","783.77","366.99","49.85","254.02","24.76","66.09","22.07","0","9.136"
"2,025","Febrero","EMCALI - Cali","Nivel 1 (Propiedad Cliente)","767.88","366.99","49.85","238.13","24.76","66.09","22.07","0","9.136"
"2,025","Febrero","EMCALI - Cali","NIVEL II","654.62","366.99","49.85","162.58","24.76","28.38","22.07","0","9.136"
"2,025","Febrero","EMCALI - Cali","NIVEL III","584.65","366.99","49.85","95.13","24.76","25.87","22.07","0","9.136"
"2,025","Marzo","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad OR)","825.05","354.16","56.28","293.26","27.27","71.62","22.46","0","10.018"
"2,025","Marzo","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad Compartida)","799.13","354.16","56.28","267.34","27.27","71.62","22.46","0","10.018"
"2,025","Marzo","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad Cliente)","773.2","354.16","56.28","241.41","27.27","71.62","22.46","0","10.018"
"2,025","Marzo","ENEL Bogotá - Cundinamarca","NIVEL II","715.29","354.16","56.28","189.26","67.96","25.16","22.46","40.69","10.018"
"2,025","Marzo","ENEL Bogotá - Cundinamarca","NIVEL III","639.22","354.16","56.28","130.34","51.53","24.45","22.46","24.26","10.018"
"2,025","Marzo","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad OR)","870.83","355.18","56.28","276.93","90.43","69.56","22.46","59.77","16.496"
"2,025","Marzo","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad Compartida)","835.29","355.18","56.28","241.39","90.43","69.56","22.46","59.77","16.496"
"2,025","Marzo","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad Cliente)","799.75","355.18","56.28","205.85","90.43","69.56","22.46","59.77","16.496"
"2,025","Marzo","CELSIA Colombia - Valle del Cauca","NIVEL II","750.87","355.18","56.28","165.54","121.28","30.14","22.46","90.62","16.496"
"2,025","Marzo","CELSIA Colombia - Valle del Cauca","NIVEL III","589.2","355.18","56.28","98.71","30.66","25.92","22.46","0","16.496"
"2,025","Marzo","CELSIA Colombia - Tolima","Nivel 1 (Propiedad OR)","966.34","307.41","56.28","293.26","203.92","87.34","18.13","94.5","10.235"
"2,025","Marzo","CELSIA Colombia - Tolima","Nivel 1 (Propiedad Compartida)","913.82","307.41","56.28","240.74","203.92","87.34","18.13","94.5","10.235"
"2,025","Marzo","CELSIA Colombia - Tolima","Nivel 1 (Propiedad Cliente)","861.29","307.41","56.28","188.21","203.92","87.34","18.13","94.5","10.235"
"2,025","Marzo","CELSIA Colombia - Tolima","NIVEL II","717.43","307.41","56.28","189.26","107.12","39.22","18.13","0","10.235"
"2,025","Marzo","CELSIA Colombia - Tolima","NIVEL III","649.14","307.41","56.28","130.34","107.12","29.86","18.13","0","10.235"
"2,025","Marzo","EMCALI - Cali","Nivel 1 (Propiedad OR)","803.12","354.35","56.28","276.93","25.48","67.63","22.46","0","9.24"
"2,025","Marzo","EMCALI - Cali","Nivel 1 (Propiedad Compartida)","787.2","354.35","56.28","261.01","25.48","67.63","22.46","0","9.24"
"2,025","Marzo","EMCALI - Cali","Nivel 1 (Propiedad Cliente)","771.29","354.35","56.28","245.09","25.48","67.63","22.46","0","9.24"
"2,025","Marzo","EMCALI - Cali","NIVEL II","654.29","354.35","56.28","165.54","25.48","30.18","22.46","0","9.24"
"2,025","Marzo","EMCALI - Cali","NIVEL III","584.96","354.35","56.28","98.71","25.48","27.68","22.46","0","9.24"
"2,025","Abril","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad OR)","809.95","310.1","62.2","302.89","27.79","63.77","43.2","0","10.071"
"2,025","Abril","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad Compartida)","783.42","310.1","62.2","276.36","27.79","63.77","43.2","0","10.071"
"2,025","Abril","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad Cliente)","756.89","310.1","62.2","249.83","27.79","63.77","43.2","0","10.071"
"2,025","Abril","ENEL Bogotá - Cundinamarca","NIVEL II","696.71","310.1","62.2","192.38","66.96","21.87","43.2","39.17","10.071"
"2,025","Abril","ENEL Bogotá - Cundinamarca","NIVEL III","625.32","310.1","62.2","129.18","59.41","21.23","43.2","31.62","10.071"
"2,025","Abril","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad OR)","830.35","311.17","62.2","265.26","86.73","61.79","43.2","55.88","16.583"
"2,025","Abril","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad Compartida)","795.31","311.17","62.2","230.22","86.73","61.79","43.2","55.88","16.583"
"2,025","Abril","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad Cliente)","760.26","311.17","62.2","195.18","86.73","61.79","43.2","55.88","16.583"
"2,025","Abril","CELSIA Colombia - Valle del Cauca","NIVEL II","627.1","311.17","62.2","153.46","30.85","26.23","43.2","0","16.583"
"2,025","Abril","CELSIA Colombia - Valle del Cauca","NIVEL III","564.78","311.17","62.2","94.93","30.85","22.43","43.2","0","16.583"
"2,025","Abril","CELSIA Colombia - Tolima","Nivel 1 (Propiedad OR)","978.14","307.43","62.2","302.89","200.28","81.67","23.67","0","10.351"
"2,025","Abril","CELSIA Colombia - Tolima","Nivel 1 (Propiedad Compartida)","931.07","307.43","62.2","255.83","200.28","81.67","23.67","0","10.351"
"2,025","Abril","CELSIA Colombia - Tolima","Nivel 1 (Propiedad Cliente)","884.01","307.43","62.2","208.76","200.28","81.67","23.67","0","10.351"
"2,025","Abril","CELSIA Colombia - Tolima","NIVEL II","728.54","307.43","62.2","192.38","105.78","37.08","23.67","0","10.351"
"2,025","Abril","CELSIA Colombia - Tolima","NIVEL III","656.11","307.43","62.2","129.18","105.78","27.85","23.67","0","10.351"
"2,025","Abril","EMCALI - Cali","Nivel 1 (Propiedad OR)","758.87","310.3","62.2","265.26","25.43","52.48","43.2","0","9.394"
"2,025","Abril","EMCALI - Cali","Nivel 1 (Propiedad Compartida)","744.75","310.3","62.2","251.14","25.43","52.48","43.2","0","9.394"
"2,025","Abril","EMCALI - Cali","Nivel 1 (Propiedad Cliente)","730.63","310.3","62.2","237.03","25.43","52.48","43.2","0","9.394"
"2,025","Abril","EMCALI - Cali","NIVEL II","618.77","310.3","62.2","153.46","25.43","24.19","43.2","0","9.394"
"2,025","Abril","EMCALI - Cali","NIVEL III","558.66","310.3","62.2","94.93","25.43","22.61","43.2","0","9.394"
"2,025","Mayo","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad OR)","740.97","265.06","56.76","299.01","27.13","55","38.01","0","10.137"
"2,025","Mayo","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad Compartida)","714.33","265.06","56.76","272.37","27.13","55","38.01","0","10.137"
"2,025","Mayo","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad Cliente)","687.7","265.06","56.76","245.74","27.13","55","38.01","0","10.137"
"2,025","Mayo","ENEL Bogotá - Cundinamarca","NIVEL II","632.09","265.06","56.76","188.35","65.02","18.89","38.01","37.89","10.137"
"2,025","Mayo","ENEL Bogotá - Cundinamarca","NIVEL III","565.44","265.06","56.76","127.35","59.92","18.33","38.01","32.79","10.137"
"2,025","Mayo","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad OR)","768.03","266","56.76","261.04","93.01","53.22","38.01","63.53","16.693"
"2,025","Mayo","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad Compartida)","732.66","266","56.76","225.67","93.01","53.22","38.01","63.53","16.693"
"2,025","Mayo","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad Cliente)","697.29","266","56.76","190.3","93.01","53.22","38.01","63.53","16.693"
"2,025","Mayo","CELSIA Colombia - Valle del Cauca","NIVEL II","566.01","266","56.76","153.18","29.48","22.58","38.01","0","16.693"
"2,025","Mayo","CELSIA Colombia - Valle del Cauca","NIVEL III","503.94","266","56.76","94.37","29.48","19.32","38.01","0","16.693"
"2,025","Mayo","CELSIA Colombia - Tolima","Nivel 1 (Propiedad OR)","992.77","308.31","56.76","299.01","208.21","80.02","40.46","97.99","10.406"
"2,025","Mayo","CELSIA Colombia - Tolima","Nivel 1 (Propiedad Compartida)","945.35","308.31","56.76","251.6","208.21","80.02","40.46","97.99","10.406"
"2,025","Mayo","CELSIA Colombia - Tolima","Nivel 1 (Propiedad Cliente)","897.94","308.31","56.76","204.18","208.21","80.02","40.46","97.99","10.406"
"2,025","Mayo","CELSIA Colombia - Tolima","NIVEL II","740.13","308.31","56.76","188.35","110.22","36.03","40.46","0","10.406"
"2,025","Mayo","CELSIA Colombia - Tolima","NIVEL III","670.03","308.31","56.76","127.35","110.22","26.93","40.46","0","10.406"
"2,025","Mayo","EMCALI - Cali","Nivel 1 (Propiedad OR)","690.29","265.23","56.76","261.04","23.97","45.28","38.01","0","9.506"
"2,025","Mayo","EMCALI - Cali","Nivel 1 (Propiedad Compartida)","676.03","265.23","56.76","246.78","23.97","45.28","38.01","0","9.506"
"2,025","Mayo","EMCALI - Cali","Nivel 1 (Propiedad Cliente)","661.77","265.23","56.76","232.51","23.97","45.28","38.01","0","9.506"
"2,025","Mayo","EMCALI - Cali","NIVEL II","558.06","265.23","56.76","153.18","23.97","20.91","38.01","0","9.506"
"2,025","Mayo","EMCALI - Cali","NIVEL III","497.89","265.23","56.76","94.37","23.97","19.54","38.01","0","9.506"
"2,025","Junio","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad OR)","743.41","268.54","54.69","299.85","25.46","55.37","39.5","0","10.172"
"2,025","Junio","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad Compartida)","717.06","268.54","54.69","273.5","25.46","55.37","39.5","0","10.172"
"2,025","Junio","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad Cliente)","690.71","268.54","54.69","247.15","25.46","55.37","39.5","0","10.172"
"2,025","Junio","ENEL Bogotá - Cundinamarca","NIVEL II","625.83","268.54","54.69","187.57","56.44","19.1","39.5","30.98","10.172"
"2,025","Junio","ENEL Bogotá - Cundinamarca","NIVEL III","564.37","268.54","54.69","126.93","56.19","18.53","39.5","30.73","10.172"
"2,025","Junio","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad OR)","769.23","269.3","54.69","266.01","85.52","54.2","39.5","55.94","16.75"
"2,025","Junio","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad Compartida)","733.83","269.3","54.69","230.61","85.52","54.2","39.5","55.94","16.75"
"2,025","Junio","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad Cliente)","698.42","269.3","54.69","195.21","85.52","54.2","39.5","55.94","16.75"
"2,025","Junio","CELSIA Colombia - Valle del Cauca","NIVEL II","570.79","269.3","54.69","154.28","29.58","23.44","39.5","0","16.75"
"2,025","Junio","CELSIA Colombia - Valle del Cauca","NIVEL III","508.39","269.3","54.69","95.15","29.58","20.17","39.5","0","16.75"
"2,025","Junio","CELSIA Colombia - Tolima","Nivel 1 (Propiedad OR)","1,003.57","307.03","54.69","299.85","217.19","79.58","45.23","101.4","10.474"
"2,025","Junio","CELSIA Colombia - Tolima","Nivel 1 (Propiedad Compartida)","956.21","307.03","54.69","252.49","217.19","79.58","45.23","101.4","10.474"
"2,025","Junio","CELSIA Colombia - Tolima","Nivel 1 (Propiedad Cliente)","908.85","307.03","54.69","205.13","217.19","79.58","45.23","101.4","10.474"
"2,025","Junio","CELSIA Colombia - Tolima","NIVEL II","742.27","307.03","54.69","187.57","111.83","35.92","45.23","0","10.474"
"2,025","Junio","CELSIA Colombia - Tolima","NIVEL III","672.59","307.03","54.69","126.93","111.83","26.89","45.23","0","10.474"
"2,025","Junio","EMCALI - Cali","Nivel 1 (Propiedad OR)","698.06","269.68","54.69","266.01","22.44","45.73","39.5","0","9.601"
"2,025","Junio","EMCALI - Cali","Nivel 1 (Propiedad Compartida)","683.84","269.68","54.69","251.8","22.44","45.73","39.5","0","9.601"
"2,025","Junio","EMCALI - Cali","Nivel 1 (Propiedad Cliente)","669.62","269.68","54.69","237.58","22.44","45.73","39.5","0","9.601"
"2,025","Junio","EMCALI - Cali","NIVEL II","561.76","269.68","54.69","154.28","22.44","21.17","39.5","0","9.601"
"2,025","Junio","EMCALI - Cali","NIVEL III","501.26","269.68","54.69","95.15","22.44","19.81","39.5","0","9.601"
"2,025","Julio","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad OR)","785.65","300.8","53.84","296.33","25.07","60.44","49.18","0","10.181"
"2,025","Julio","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad Compartida)","759.46","300.8","53.84","270.13","25.07","60.44","49.18","0","10.181"
"2,025","Julio","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad Cliente)","733.27","300.8","53.84","243.94","25.07","60.44","49.18","0","10.181"
"2,025","Julio","ENEL Bogotá - Cundinamarca","NIVEL II","676.97","300.8","53.84","193.15","59.41","20.6","49.18","34.34","10.181"
"2,025","Julio","ENEL Bogotá - Cundinamarca","NIVEL III","604.33","300.8","53.84","130.57","49.99","19.96","49.18","24.92","10.181"
"2,025","Julio","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad OR)","819.88","300.4","53.84","273.21","84.36","58.9","49.18","57.35","16.764"
"2,025","Julio","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad Compartida)","784.66","300.4","53.84","237.99","84.36","58.9","49.18","57.35","16.764"
"2,025","Julio","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad Cliente)","749.44","300.4","53.84","202.77","84.36","58.9","49.18","57.35","16.764"
"2,025","Julio","CELSIA Colombia - Valle del Cauca","NIVEL II","615.63","300.4","53.84","159.98","27.01","25.23","49.18","0","16.764"
"2,025","Julio","CELSIA Colombia - Valle del Cauca","NIVEL III","550.91","300.4","53.84","98.83","27.01","21.66","49.18","0","16.764"
"2,025","Julio","CELSIA Colombia - Tolima","Nivel 1 (Propiedad OR)","1,020.65","306.54","53.84","296.33","209.5","79.34","75.11","0","10.508"
"2,025","Julio","CELSIA Colombia - Tolima","Nivel 1 (Propiedad Compartida)","973.63","306.54","53.84","249.3","209.5","79.34","75.11","0","10.508"
"2,025","Julio","CELSIA Colombia - Tolima","Nivel 1 (Propiedad Cliente)","926.6","306.54","53.84","202.28","209.5","79.34","75.11","0","10.508"
"2,025","Julio","CELSIA Colombia - Tolima","NIVEL II","772.5","306.54","53.84","193.15","108.1","35.77","75.11","0","10.508"
"2,025","Julio","CELSIA Colombia - Tolima","NIVEL III","700.91","306.54","53.84","130.57","108.1","26.76","75.11","0","10.508"
"2,025","Julio","EMCALI - Cali","Nivel 1 (Propiedad OR)","749.95","301.72","53.84","273.21","22.22","49.78","49.18","0","9.64"
"2,025","Julio","EMCALI - Cali","Nivel 1 (Propiedad Compartida)","735.76","301.72","53.84","259.02","22.22","49.78","49.18","0","9.64"
"2,025","Julio","EMCALI - Cali","Nivel 1 (Propiedad Cliente)","721.57","301.72","53.84","244.83","22.22","49.78","49.18","0","9.64"
"2,025","Julio","EMCALI - Cali","NIVEL II","609.77","301.72","53.84","159.98","22.22","22.83","49.18","0","9.64"
"2,025","Julio","EMCALI - Cali","NIVEL III","547.12","301.72","53.84","98.83","22.22","21.33","49.18","0","9.64"
"2,025","Agosto","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad OR)","781.04","300.59","56.93","290.01","26.39","60.3","46.81","0","10.208"
"2,025","Agosto","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad Compartida)","754.75","300.59","56.93","263.72","26.39","60.3","46.81","0","10.208"
"2,025","Agosto","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad Cliente)","728.46","300.59","56.93","237.42","26.39","60.3","46.81","0","10.208"
"2,025","Agosto","ENEL Bogotá - Cundinamarca","NIVEL II","672.08","300.59","56.93","190.05","57.43","20.25","46.81","31.04","10.208"
"2,025","Agosto","ENEL Bogotá - Cundinamarca","NIVEL III","609.07","300.59","56.93","127.12","58.01","19.6","46.81","31.62","10.208"
"2,025","Agosto","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad OR)","762.11","300.4","56.93","270.2","28.98","58.77","46.81","0","16.81"
"2,025","Agosto","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad Compartida)","726.74","300.4","56.93","234.84","28.98","58.77","46.81","0","16.81"
"2,025","Agosto","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad Cliente)","691.37","300.4","56.93","199.47","28.98","58.77","46.81","0","16.81"
"2,025","Agosto","CELSIA Colombia - Valle del Cauca","NIVEL II","615.26","300.4","56.93","157.22","28.98","24.91","46.81","0","16.81"
"2,025","Agosto","CELSIA Colombia - Valle del Cauca","NIVEL III","552.08","300.4","56.93","97.63","28.98","21.32","46.81","0","16.81"
"2,025","Agosto","CELSIA Colombia - Tolima","Nivel 1 (Propiedad OR)","1,013.17","308.84","56.93","290.01","208.5","79.67","69.22","0","10.519"
"2,025","Agosto","CELSIA Colombia - Tolima","Nivel 1 (Propiedad Compartida)","965.91","308.84","56.93","242.74","208.5","79.67","69.22","0","10.519"
"2,025","Agosto","CELSIA Colombia - Tolima","Nivel 1 (Propiedad Cliente)","918.64","308.84","56.93","195.47","208.5","79.67","69.22","0","10.519"
"2,025","Agosto","CELSIA Colombia - Tolima","NIVEL II","768.83","308.84","56.93","190.05","108.46","35.32","69.22","0","10.519"
"2,025","Agosto","CELSIA Colombia - Tolima","NIVEL III","697.05","308.84","56.93","127.12","108.46","26.47","69.22","0","10.519"
"2,025","Agosto","EMCALI - Cali","Nivel 1 (Propiedad OR)","748.98","301.56","56.93","270.2","23.88","49.59","46.81","0","9.677"
"2,025","Agosto","EMCALI - Cali","Nivel 1 (Propiedad Compartida)","734.7","301.56","56.93","255.92","23.88","49.59","46.81","0","9.677"
"2,025","Agosto","EMCALI - Cali","Nivel 1 (Propiedad Cliente)","720.42","301.56","56.93","241.64","23.88","49.59","46.81","0","9.677"
"2,025","Agosto","EMCALI - Cali","NIVEL II","608.91","301.56","56.93","157.22","23.88","22.5","46.81","0","9.677"
"2,025","Agosto","EMCALI - Cali","NIVEL III","547.8","301.56","56.93","97.63","23.88","20.99","46.81","0","9.677"
"2,025","Septiembre","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad OR)","781.48","306.03","51.66","305.19","26.31","61.83","30.46","0","10.227"
"2,025","Septiembre","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad Compartida)","755.07","306.03","51.66","278.78","26.31","61.83","30.46","0","10.227"
"2,025","Septiembre","ENEL Bogotá - Cundinamarca","Nivel 1 (Propiedad Cliente)","728.66","306.03","51.66","252.37","26.31","61.83","30.46","0","10.227"
"2,025","Septiembre","ENEL Bogotá - Cundinamarca","NIVEL II","662.24","306.03","51.66","194.24","58.36","21.5","30.46","32.05","10.227"
"2,025","Septiembre","ENEL Bogotá - Cundinamarca","NIVEL III","589.72","306.03","51.66","130.16","50.56","20.85","30.46","24.25","10.227"
"2,025","Septiembre","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad OR)","739.21","305.8","51.66","261.97","29.03","60.29","30.46","0","16.841"
"2,025","Septiembre","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad Compartida)","703.77","305.8","51.66","226.53","29.03","60.29","30.46","0","16.841"
"2,025","Septiembre","CELSIA Colombia - Valle del Cauca","Nivel 1 (Propiedad Cliente)","668.33","305.8","51.66","191.09","29.03","60.29","30.46","0","16.841"
"2,025","Septiembre","CELSIA Colombia - Valle del Cauca","NIVEL II","600.26","305.8","51.66","157.12","29.03","26.19","30.46","0","16.841"
"2,025","Septiembre","CELSIA Colombia - Valle del Cauca","NIVEL III","535.33","305.8","51.66","95.8","29.03","22.58","30.46","0","16.841"
"2,025","Septiembre","EMCALI - Cali","Nivel 1 (Propiedad OR)","725.89","306.98","51.66","261.97","23.73","51.08","30.46","0","9.721"
"2,025","Septiembre","EMCALI - Cali","Nivel 1 (Propiedad Compartida)","711.54","306.98","51.66","247.63","23.73","51.08","30.46","0","9.721"
"2,025","Septiembre","EMCALI - Cali","Nivel 1 (Propiedad Cliente)","697.2","306.98","51.66","233.28","23.73","51.08","30.46","0","9.721"
"2,025","Septiembre","EMCALI - Cali","NIVEL II","593.75","306.98","51.66","157.12","23.73","23.8","30.46","0","9.721"
"2,025","Septiembre","EMCALI - Cali","NIVEL III","530.9","306.98","51.66","95.8","23.73","22.27","30.46","0","9.721"
